"Here are the results! We had 65 competitors for the Event, and 36 time onlies.",,,,,,,,,,,,,,,,,,,
Series Event V,,,,,,,,,,,,,,,,,,,
Rank ,Category ,Class ,Name ,Year/Make/Model ,Run 1 ,  ,Run 2 ,  ,Run 3 ,  ,Run 4 ,  ,Best Time ,Time Rank ,PAX Time ,PAX Rank ,Cls Pts,,
20,TO,ASP,Bob Francis,02 Corvette/Z06,58.800, ,47.281, ,49.731,(2),46.020, ,46.020, ,39.025, ,915,,
21,TO,ESP,Walter Nash,95 Ford/Mustang GT,51.899,(2),50.796, ,47.477, ,DNS, ,47.477, ,39.121, ,913,,
22,TO,AS,Alan Wagstaffe,89 Chevrolet/Corvette,53.249,(4),47.632, ,50.400, ,50.106, ,47.632, ,39.439, ,906,,
23,TO,FSP,Mike Nieto,91 VW/GTI,49.518, ,49.967, ,48.926, ,48.857, ,48.857, ,39.721, ,899,,
24,TO,CSP,Mark Johnson,94 Miata/Mazda,48.851, ,47.712, ,48.243, ,48.507, ,47.712, ,39.935, ,894,,
25,TO,BS,Brian Malm,86 Porsche/928S,48.626, ,50.769,(2),49.565, ,48.918, ,48.626, ,40.165, ,889,,
26,TO,STX,Lee Mayer,95 VW/Jetta,56.767,(2),50.635, ,52.863,(2),52.356, ,50.635, ,40.255, ,887,,
27,TO,STX,Fernando Ma,02 Volkswagen/GTI,52.029, ,52.315,(2),54.350,(4),50.636, ,50.636, ,40.256, ,887,,
28,TO,AS,Chris Groppi,04 Subaru/WRX STi,49.297, ,49.526,(2),51.025,(2),49.517,(2),49.297, ,40.818, ,875,,
29,TO,CP,Jesse Smith,68 Chevy Camaro,50.235, ,49.919, ,48.718, ,48.177, ,48.177, ,41.143, ,868,,
30,TO,CSP,Dawn Maxwell,94 Miata/Mazda,77.276,(20),50.545,(2),49.559, ,58.645,(2),49.559, ,41.481, ,861,,
31,TO,FP,Enrique Aviles,82 Mazda/RX-7,48.708, ,48.240, ,48.566, ,48.611, ,48.240, ,41.583, ,859,,
32,TO,CSP,Robert Slocum,83 mazda/rx-7,51.465, ,50.648, ,52.236, ,52.077, ,50.648, ,42.392, ,843,,
33,TO,FSP,Brian Kuhn,87 VW/GTI,55.684,(2),52.965, ,59.077,(6),52.687, ,52.687, ,42.835, ,834,,
34,TO,STS,James Chandler,04 mitsubishi/Lancer,57.812,(2),54.599, ,54.275, ,54.637, ,54.275, ,42.932, ,832,,
35,TO,DM,David Lahey,94 Mazda/Miata,57.791,(4),58.204,(4),48.638, ,48.672, ,48.638, ,43.093, ,829,,
36,TO,AS,Lorena Porter,02 BMW/M ROADSTER,59.474,(6),58.349,(6),53.530,(2),53.995,(2),53.530, ,44.323, ,806,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
