"Here are the results! We had 47 competitors for the Event, and 30 time onlies.",,,,,,,,,,,,,,,,,
Series Event I,,,,,,,,,,,,,,,,,
Rank ,Category ,Class ,Name ,Year/Make/Model ,Run 1 ,  ,Run 2 ,  ,Run 3 ,  ,Run 4 ,  ,Best Time ,Time Rank ,PAX Time ,PAX Rank ,Cls Pts
1,TO,STU,Jay Balducci,05 Subaru/WRX-STI,46.924, ,46.346, ,47.447,(2),58.631,(4),46.346, ,38.004, ,1022
2,TO,DM,Mark Huffman,65 Lotus/Elan,42.882, ,42.960, ,42.890, ,44.708,(2),42.882, ,38.122, ,1019
3,TO,AS,Rob Rockefeller,00 Honda/S2000,45.970, ,48.014,(2),57.154,(10),46.018, ,45.970, ,38.523, ,1008
4,TO,DS,Doug Rowse,03 BMW/330,48.547, ,49.877,(2),48.017, ,50.111,(2),48.017, ,38.606, ,1006
5,TO,SS,David Rock,01 Chevrolet/Corvette,46.012, ,46.379, ,45.716, ,45.646, ,45.646, ,38.708, ,1003
6,TO,CSP,Don Sattler,91 Mazda/Miata,46.434, ,45.833, ,46.548, ,46.120, ,45.833, ,38.729, ,1003
7,TO,CSP,Zach Heidepriem,94 Mazda/Miata,45.899, ,DNF, ,46.446, ,47.284,(2),45.899, ,38.785, ,1001
8,TO,STS,Jonathan Eddy,00 Subaru/Impreza 2.5RS,48.237, ,52.132, ,49.615,(2),50.003,(2),48.237, ,38.831, ,1000
9,TO,CSP,David Lahey,91 Mazda/Miata,58.171,(2),47.043, ,47.053, ,46.453, ,46.453, ,39.253, ,989
10,TO,GS,Kris Tvedt,03 Toyota/Celica,49.997, ,52.089,(2),49.049, ,54.318,(6),49.049, ,39.386, ,986
11,TO,SM2,Paul Hamersly,99 CHEVROLET/CORVETTE,47.129, ,47.346, ,46.692, ,45.918, ,45.918, ,39.581, ,981
12,TO,STU,Chris Groppi,04 Subaru/WRX STi,73.703,(24),57.121,(8),48.765, ,48.766, ,48.765, ,39.987, ,971
13,TO,GS,Chris Sparling,02 Saab/9-3,50.664, ,50.003, ,DNS, ,DNS, ,50.003, ,40.152, ,967
14,TO,STS,Erich Eikenberry,00 Honda /Civic Si,51.128, ,58.661, ,50.144, ,50.003, ,50.003, ,40.252, ,965
15,TO,DS,Amro Habib,05 INFINITI/G35 SEDAN,50.074, ,50.801, ,50.357, ,51.682, ,50.074, ,40.259, ,965
16,TO,HS,Dan Hawrylkiw,99 Toyota/Corolla,52.237, ,51.354, ,51.289, ,51.177, ,51.177, ,40.379, ,962
17,TO,ES,Michael Woodard,95 Mazda/Miata,50.821, ,50.149, ,50.112, ,52.658,(2),50.112, ,40.691, ,955
18,TO,SS,Keith Lensch,01 chevy/corvette,52.943,(4),67.168,(20),48.307, ,49.383,(2),48.307, ,40.964, ,948
19,TO,STS,Manfred Reysser,01 Toyota/Celica GT,51.020, ,54.200,(4),DNS, ,DNS, ,51.020, ,41.071, ,946
20,TO,BS,Sean Kimbrough,06 nissan/350Z,50.818, ,53.662, ,53.884, ,53.039, ,50.818, ,42.077, ,923
21,TO,AS,Bruce Patterson,03 Honda/S2000,53.449,(2),50.873, ,50.289, ,DNS, ,50.289, ,42.142, ,922
22,TO,DS,Wiggy Greacen,06 Subaru/WRX,54.056,(4),52.582, ,52.574,(2),DNS, ,52.574, ,42.269, ,919
23,TO,SS,Bob Francis,07 Chev./Z06,53.161, ,52.022, ,50.092, ,53.198, ,50.092, ,42.478, ,914
24,TO,EM,Bill Schroeder,91 Ford/Mustang,49.741, ,50.584, ,49.564, ,48.906, ,48.906, ,42.988, ,904
25,TO,CS,John Ellis,03 mazda/miata,53.492, ,DNS, ,DNS, ,52.503, ,52.503, ,43.157, ,900
26,TO,AS,Al Blankenship,03 Honda/S2000,55.945, ,52.726, ,56.128, ,DNS, ,52.726, ,44.184, ,879
27,TO,DS,Mark Eddy,06 mazda/speed6,55.069, ,DNS, ,DNS, ,DNS, ,55.069, ,44.275, ,877
28,TO,FS,Jim Bright,06 Ford/Mustang,54.973, ,DNS, ,DNS, ,DNS, ,54.973, ,44.473, ,873
29,TO,SM,Curtis Christensen,66 ford/mustang,53.761, ,54.724,(2),52.168, ,52.645, ,52.168, ,44.656, ,870
30,TO,FS,Roy Coombes,93 FORD/MUSTANG COBRA,DNS, ,55.696, ,73.925,(4),57.051, ,55.696, ,45.058, ,862
